date,region,channel,format,tier,units,gross_revenue_gbp,cogs_fees_gbp,profit_gbp,customer_age_band,customer_segment,customer_income_band,week
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,34.54,5.15,29.39,35-44,Mid_Career,<20k,2023-12-04/2023-12-10
2023-12-04,Rest_of_UK,Amazon,Print,N/A,1,20.82,9.29,11.53,45-54,Student,50-75k,2023-12-04/2023-12-10
2023-12-14,Rest_of_UK,Indie_Bookshop,Print,N/A,1,24.43,11.98,12.44,35-44,Early_Career,<20k,2023-12-11/2023-12-17
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.42,2.66,24.76,16-24,Early_Career,20-35k,2023-11-20/2023-11-26
2023-11-27,Rest_of_UK,Amazon,Print,N/A,1,19.48,9.93,9.55,25-34,Early_Career,50-75k,2023-11-27/2023-12-03
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,54.23,6.51,47.73,45-54,Mid_Career,50-75k,2023-10-30/2023-11-05
2023-11-05,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,139.72,23.37,116.35,25-34,Mid_Career,75k+,2023-10-30/2023-11-05
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.68,3.02,15.66,16-24,Student,35-50k,2023-11-13/2023-11-19
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,56.17,5.41,50.76,16-24,Early_Career,20-35k,2023-11-20/2023-11-26
2023-11-10,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.92,1.46,12.46,35-44,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-11-04,Rest_of_UK,Amazon,Digital,N/A,2,31.52,5.16,26.36,16-24,Student,20-35k,2023-10-30/2023-11-05
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,94.4,16.04,78.36,25-34,Student,75k+,2023-12-11/2023-12-17
2023-11-26,Manchester,Humble_Direct,Digital,TIER_18,1,19.52,1.6,17.92,25-34,Student,<20k,2023-11-20/2023-11-26
2023-11-26,Rest_of_UK,Amazon,Digital,N/A,2,40.09,6.67,33.41,16-24,Student,20-35k,2023-11-20/2023-11-26
2023-11-14,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,18.6,2.44,16.16,35-44,Senior,35-50k,2023-11-13/2023-11-19
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.82,1.9,12.91,25-34,Mid_Career,35-50k,2023-12-04/2023-12-10
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.32,2.31,18.01,25-34,Mid_Career,50-75k,2023-10-30/2023-11-05
2023-12-14,Rest_of_UK,Humble_Direct,Print,TIER_10,1,12.91,8.99,3.92,35-44,Student,<20k,2023-12-11/2023-12-17
2023-12-14,Rest_of_UK,Amazon,Digital,N/A,4,58.5,5.11,53.39,45-54,Student,<20k,2023-12-11/2023-12-17
2023-11-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.6,2.07,16.52,35-44,Mid_Career,<20k,2023-11-06/2023-11-12
2023-11-04,Manchester,Humble_Direct,Digital,TIER_36,3,116.51,16.98,99.54,35-44,Early_Career,35-50k,2023-10-30/2023-11-05
2023-11-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.29,1.27,9.02,35-44,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-26,Manchester,Humble_Direct,Digital,TIER_10,1,11.93,2.06,9.87,35-44,Hobbyist,35-50k,2023-11-20/2023-11-26
2023-11-19,Rest_of_UK,Indie_Bookshop,Print,N/A,1,20.43,6.67,13.76,16-24,Early_Career,75k+,2023-11-13/2023-11-19
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,23.65,2.81,20.84,35-44,Senior,20-35k,2023-11-06/2023-11-12
2023-11-23,Rest_of_UK,Indie_Bookshop,Print,N/A,1,24.43,11.32,13.11,25-34,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-12-04,Rest_of_UK,Amazon,Digital,N/A,1,11.89,1.86,10.03,45-54,Senior,35-50k,2023-12-04/2023-12-10
2023-11-02,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,44.45,6.04,38.41,35-44,Hobbyist,35-50k,2023-10-30/2023-11-05
2023-11-07,Rest_of_UK,Other_Online,Print,N/A,2,62.45,20.22,42.23,35-44,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.68,3.24,17.44,45-54,Early_Career,20-35k,2023-11-27/2023-12-03
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,139.49,14.89,124.6,25-34,Early_Career,<20k,2023-10-30/2023-11-05
2023-11-02,Manchester,Humble_Direct,Digital,TIER_18,2,48.74,8.64,40.1,25-34,Hobbyist,75k+,2023-10-30/2023-11-05
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,28.27,2.36,25.91,16-24,Early_Career,75k+,2023-11-06/2023-11-12
2023-11-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.72,0.98,10.74,25-34,Mid_Career,35-50k,2023-11-20/2023-11-26
2023-11-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,24.03,2.5,21.53,16-24,Hobbyist,50-75k,2023-10-30/2023-11-05
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.82,1.34,14.48,25-34,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,24.13,4.09,20.04,25-34,Student,20-35k,2023-10-30/2023-11-05
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,123.26,12.07,111.19,16-24,Student,75k+,2023-11-06/2023-11-12
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.69,1.31,11.39,16-24,Hobbyist,50-75k,2023-12-11/2023-12-17
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,28.94,4.47,24.47,25-34,Early_Career,35-50k,2023-12-18/2023-12-24
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,45.99,7.92,38.08,45-54,Early_Career,<20k,2023-11-27/2023-12-03
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.19,3.03,18.15,35-44,Early_Career,<20k,2023-10-30/2023-11-05
2023-12-01,Rest_of_UK,Indie_Bookshop,Digital,N/A,2,40.9,6.31,34.59,25-34,Hobbyist,<20k,2023-11-27/2023-12-03
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.64,2.06,16.58,16-24,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.78,1.18,12.6,25-34,Early_Career,35-50k,2023-12-11/2023-12-17
2023-12-08,Rest_of_UK,Amazon,Print,N/A,1,21.78,11.78,10.0,25-34,Mid_Career,20-35k,2023-12-04/2023-12-10
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,44.69,7.0,37.69,25-34,Early_Career,35-50k,2023-12-18/2023-12-24
2023-12-16,Rest_of_UK,Amazon,Digital,N/A,3,62.42,9.33,53.08,45-54,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.83,1.7,11.13,25-34,Mid_Career,<20k,2023-12-04/2023-12-10
2023-12-07,Rest_of_UK,Other_Online,Digital,N/A,1,20.88,3.02,17.85,25-34,Mid_Career,<20k,2023-12-04/2023-12-10
2023-11-27,Manchester,Humble_Direct,Digital,TIER_10,2,24.54,2.94,21.6,16-24,Hobbyist,<20k,2023-11-27/2023-12-03
2023-11-14,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.27,4.35,19.92,55+,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-18,Rest_of_UK,Indie_Bookshop,Print,N/A,3,65.06,32.93,32.13,25-34,Hobbyist,20-35k,2023-11-13/2023-11-19
2023-12-08,Rest_of_UK,Other_Online,Digital,N/A,1,15.54,2.77,12.77,35-44,Senior,20-35k,2023-12-04/2023-12-10
2023-11-19,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,43.3,6.67,36.63,25-34,Senior,<20k,2023-11-13/2023-11-19
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.3,4.35,23.95,35-44,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-14,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.77,3.12,23.65,25-34,Early_Career,35-50k,2023-11-13/2023-11-19
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.67,2.47,17.21,25-34,Hobbyist,<20k,2023-11-27/2023-12-03
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.68,2.14,23.55,25-34,Early_Career,20-35k,2023-11-13/2023-11-19
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.88,3.63,21.25,55+,Student,50-75k,2023-12-04/2023-12-10
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.37,1.65,9.72,25-34,Student,35-50k,2023-11-27/2023-12-03
2023-11-27,Manchester,Amazon,Print,N/A,5,129.47,64.07,65.4,45-54,Student,50-75k,2023-11-27/2023-12-03
2023-11-27,Rest_of_UK,Amazon,Digital,N/A,1,15.2,1.44,13.76,25-34,Hobbyist,35-50k,2023-11-27/2023-12-03
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.19,1.74,13.45,25-34,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,45.0,7.58,37.42,55+,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.77,2.29,12.48,35-44,Student,20-35k,2023-11-27/2023-12-03
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,43.84,4.92,38.92,25-34,Mid_Career,75k+,2023-12-18/2023-12-24
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.67,2.82,17.85,25-34,Mid_Career,50-75k,2023-12-11/2023-12-17
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.7,2.28,11.42,16-24,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.56,4.07,22.49,25-34,Early_Career,50-75k,2023-11-27/2023-12-03
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.89,2.17,13.72,16-24,Senior,50-75k,2023-12-11/2023-12-17
2023-12-03,Manchester,Humble_Direct,Digital,TIER_10,1,15.18,2.45,12.73,16-24,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,49.16,8.76,40.4,35-44,Early_Career,50-75k,2023-11-06/2023-11-12
2023-11-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,56.32,7.34,48.98,35-44,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-29,Manchester,Amazon,Digital,N/A,1,11.46,1.76,9.7,25-34,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-01,Rest_of_UK,Humble_Direct,Print,TIER_36,3,172.21,52.52,119.69,25-34,Hobbyist,50-75k,2023-10-30/2023-11-05
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,44.2,5.91,38.29,45-54,Student,75k+,2023-12-11/2023-12-17
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.5,3.22,21.28,45-54,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.44,1.99,16.45,25-34,Student,50-75k,2023-11-27/2023-12-03
2023-11-19,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.48,1.77,8.71,45-54,Mid_Career,50-75k,2023-11-13/2023-11-19
2023-12-17,Manchester,Humble_Direct,Digital,TIER_18,1,25.93,2.86,23.08,16-24,Hobbyist,<20k,2023-12-11/2023-12-17
2023-11-23,Manchester,Humble_Direct,Digital,TIER_36,1,55.21,8.65,46.56,45-54,Early_Career,35-50k,2023-11-20/2023-11-26
2023-11-11,Manchester,Humble_Direct,Digital,TIER_18,1,22.3,3.98,18.32,25-34,Student,20-35k,2023-11-06/2023-11-12
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,40.13,4.84,35.28,25-34,Student,50-75k,2023-12-18/2023-12-24
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.91,2.87,20.05,16-24,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-12-09,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.56,1.58,11.98,35-44,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-11-03,Rest_of_UK,Indie_Bookshop,Print,N/A,2,37.11,20.65,16.46,25-34,Student,75k+,2023-10-30/2023-11-05
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.44,2.58,11.86,25-34,Student,75k+,2023-11-13/2023-11-19
2023-12-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.53,2.49,23.04,16-24,Student,50-75k,2023-12-04/2023-12-10
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.65,3.76,17.89,25-34,Early_Career,35-50k,2023-11-06/2023-11-12
2023-11-07,Rest_of_UK,Amazon,Digital,N/A,2,26.97,2.64,24.33,16-24,Hobbyist,75k+,2023-11-06/2023-11-12
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_36,4,189.54,27.97,161.57,25-34,Early_Career,50-75k,2023-12-18/2023-12-24
2023-11-12,Manchester,Humble_Direct,Digital,TIER_18,2,53.1,4.68,48.42,25-34,Student,<20k,2023-11-06/2023-11-12
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,5,50.4,7.07,43.33,16-24,Senior,50-75k,2023-10-30/2023-11-05
2023-11-23,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.25,1.48,8.78,25-34,Student,<20k,2023-11-20/2023-11-26
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,46.32,6.91,39.41,45-54,Student,<20k,2023-12-11/2023-12-17
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.93,3.23,17.7,35-44,Student,75k+,2023-12-18/2023-12-24
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,53.86,5.14,48.72,35-44,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-05,Manchester,Humble_Direct,Digital,TIER_10,2,24.56,3.96,20.6,25-34,Hobbyist,35-50k,2023-10-30/2023-11-05
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,25.8,2.54,23.27,45-54,Student,50-75k,2023-10-30/2023-11-05
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,6,134.84,23.84,111.0,25-34,Early_Career,35-50k,2023-12-18/2023-12-24
2023-11-04,Rest_of_UK,Amazon,Digital,N/A,4,62.2,9.53,52.67,25-34,Student,35-50k,2023-10-30/2023-11-05
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,23.27,4.02,19.24,25-34,Student,35-50k,2023-12-11/2023-12-17
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.55,3.52,18.02,35-44,Early_Career,35-50k,2023-11-20/2023-11-26
2023-11-25,Rest_of_UK,Indie_Bookshop,Print,N/A,1,18.47,8.6,9.87,35-44,Early_Career,<20k,2023-11-20/2023-11-26
2023-11-17,Manchester,Humble_Direct,Digital,TIER_10,2,24.87,3.06,21.81,25-34,Student,35-50k,2023-11-13/2023-11-19
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,70.09,11.79,58.3,25-34,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.95,3.29,22.66,35-44,Early_Career,35-50k,2023-11-06/2023-11-12
2023-12-20,Manchester,Humble_Direct,Digital,TIER_10,3,34.15,3.01,31.14,35-44,Hobbyist,20-35k,2023-12-18/2023-12-24
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.27,2.14,10.14,25-34,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-12-19,Rest_of_UK,Other_Online,Print,N/A,2,59.21,22.51,36.7,45-54,Early_Career,35-50k,2023-12-18/2023-12-24
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,52.54,9.02,43.52,16-24,Mid_Career,<20k,2023-12-11/2023-12-17
2023-11-23,Rest_of_UK,Indie_Bookshop,Print,N/A,1,33.82,8.9,24.93,16-24,Hobbyist,20-35k,2023-11-20/2023-11-26
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.41,1.56,10.85,25-34,Hobbyist,<20k,2023-12-11/2023-12-17
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.37,3.45,34.93,16-24,Student,<20k,2023-11-27/2023-12-03
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,55.75,6.25,49.5,16-24,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-08,Rest_of_UK,Amazon,Print,N/A,1,24.71,9.95,14.76,35-44,Early_Career,75k+,2023-11-06/2023-11-12
2023-12-15,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,48.76,6.88,41.89,45-54,Student,35-50k,2023-12-11/2023-12-17
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.69,1.33,12.36,25-34,Student,75k+,2023-11-13/2023-11-19
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.21,3.8,18.41,45-54,Student,35-50k,2023-12-04/2023-12-10
2023-12-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.43,2.77,22.66,25-34,Mid_Career,35-50k,2023-12-04/2023-12-10
2023-12-21,Rest_of_UK,Amazon,Print,N/A,3,93.73,33.19,60.54,45-54,Hobbyist,20-35k,2023-12-18/2023-12-24
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.79,5.19,33.6,16-24,Student,75k+,2023-11-06/2023-11-12
2023-11-03,Manchester,Humble_Direct,Digital,TIER_10,2,22.0,2.27,19.72,35-44,Student,20-35k,2023-10-30/2023-11-05
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,37.7,3.63,34.07,16-24,Early_Career,20-35k,2023-11-27/2023-12-03
2023-11-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.96,1.46,14.5,25-34,Early_Career,35-50k,2023-11-13/2023-11-19
2023-11-23,Rest_of_UK,Indie_Bookshop,Print,N/A,1,28.8,10.87,17.93,16-24,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,82.66,13.73,68.93,25-34,Hobbyist,75k+,2023-12-18/2023-12-24
2023-12-06,Manchester,Other_Online,Print,N/A,1,29.39,8.62,20.77,25-34,Student,35-50k,2023-12-04/2023-12-10
2023-11-13,Rest_of_UK,Humble_Direct,Print,TIER_18,1,24.7,10.38,14.32,25-34,Student,<20k,2023-11-13/2023-11-19
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.61,2.29,19.33,25-34,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-12-18,Rest_of_UK,Amazon,Print,N/A,1,31.89,13.89,18.0,45-54,Early_Career,<20k,2023-12-18/2023-12-24
2023-11-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,66.27,7.89,58.37,25-34,Senior,35-50k,2023-11-20/2023-11-26
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.4,3.59,20.81,45-54,Senior,50-75k,2023-11-13/2023-11-19
2023-11-12,Manchester,Humble_Direct,Digital,TIER_18,2,36.76,5.41,31.35,16-24,Student,35-50k,2023-11-06/2023-11-12
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.92,2.31,12.61,25-34,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-15,Rest_of_UK,Amazon,Print,N/A,1,23.09,9.22,13.87,25-34,Early_Career,20-35k,2023-12-11/2023-12-17
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.98,2.6,20.38,25-34,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-02,Rest_of_UK,Indie_Bookshop,Print,N/A,1,32.94,11.66,21.29,25-34,Mid_Career,<20k,2023-11-27/2023-12-03
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.55,2.37,11.18,45-54,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.29,2.21,11.08,45-54,Senior,50-75k,2023-11-27/2023-12-03
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,31.92,4.86,27.06,45-54,Hobbyist,35-50k,2023-12-18/2023-12-24
2023-11-09,Manchester,Amazon,Print,N/A,2,67.7,25.31,42.39,25-34,Student,20-35k,2023-11-06/2023-11-12
2023-11-19,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.12,1.06,11.06,45-54,Early_Career,75k+,2023-11-13/2023-11-19
2023-11-12,Manchester,Humble_Direct,Digital,TIER_18,1,27.66,2.94,24.73,25-34,Hobbyist,35-50k,2023-11-06/2023-11-12
2023-11-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.07,1.56,10.51,25-34,Mid_Career,35-50k,2023-11-13/2023-11-19
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.27,1.53,10.74,25-34,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-11-22,Rest_of_UK,Amazon,Digital,N/A,1,11.18,0.94,10.24,35-44,Student,50-75k,2023-11-20/2023-11-26
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,52.49,6.86,45.63,55+,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-12-12,Manchester,Amazon,Digital,N/A,1,10.98,1.41,9.57,35-44,Student,<20k,2023-12-11/2023-12-17
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.89,1.24,9.65,25-34,Student,20-35k,2023-12-11/2023-12-17
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,24.11,2.02,22.09,16-24,Early_Career,75k+,2023-12-18/2023-12-24
2023-12-06,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,11.2,1.36,9.85,25-34,Mid_Career,50-75k,2023-12-04/2023-12-10
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.66,1.18,9.48,45-54,Hobbyist,75k+,2023-12-18/2023-12-24
2023-11-16,Manchester,Humble_Direct,Digital,TIER_18,2,56.65,6.41,50.24,55+,Student,20-35k,2023-11-13/2023-11-19
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.0,1.61,10.39,55+,Hobbyist,75k+,2023-12-04/2023-12-10
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,91.07,14.32,76.75,25-34,Early_Career,<20k,2023-11-06/2023-11-12
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.82,2.57,18.26,25-34,Hobbyist,75k+,2023-12-04/2023-12-10
2023-11-09,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,30.5,5.27,25.22,16-24,Early_Career,50-75k,2023-11-06/2023-11-12
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,51.4,6.49,44.91,55+,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-11-09,Rest_of_UK,Amazon,Print,N/A,2,62.89,22.72,40.18,35-44,Senior,35-50k,2023-11-06/2023-11-12
2023-11-02,Manchester,Humble_Direct,Digital,TIER_18,3,67.52,10.0,57.52,45-54,Senior,35-50k,2023-10-30/2023-11-05
2023-11-06,Rest_of_UK,Other_Online,Print,N/A,1,25.69,8.93,16.76,25-34,Hobbyist,35-50k,2023-11-06/2023-11-12
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,23.78,2.29,21.49,25-34,Mid_Career,75k+,2023-12-11/2023-12-17
2023-11-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.33,2.96,24.37,45-54,Early_Career,50-75k,2023-11-20/2023-11-26
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.29,1.45,10.84,25-34,Senior,20-35k,2023-11-20/2023-11-26
2023-12-04,Rest_of_UK,Other_Online,Digital,N/A,2,29.04,2.58,26.45,25-34,Senior,20-35k,2023-12-04/2023-12-10
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.58,2.74,21.84,25-34,Student,35-50k,2023-12-11/2023-12-17
2023-12-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.71,2.35,13.36,35-44,Student,20-35k,2023-12-11/2023-12-17
2023-11-25,Rest_of_UK,Amazon,Print,N/A,1,22.43,10.14,12.29,25-34,Student,20-35k,2023-11-20/2023-11-26
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.73,2.75,21.97,35-44,Hobbyist,50-75k,2023-12-11/2023-12-17
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.74,2.37,18.36,16-24,Student,<20k,2023-12-18/2023-12-24
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.17,3.33,16.85,25-34,Senior,<20k,2023-11-27/2023-12-03
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,53.53,8.75,44.78,35-44,Senior,20-35k,2023-12-04/2023-12-10
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.65,2.43,17.21,35-44,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.74,4.28,24.46,25-34,Student,35-50k,2023-12-04/2023-12-10
2023-12-10,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.1,1.18,10.92,35-44,Student,20-35k,2023-12-04/2023-12-10
2023-11-14,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.65,1.64,13.01,35-44,Early_Career,50-75k,2023-11-13/2023-11-19
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,26.75,2.96,23.79,25-34,Early_Career,<20k,2023-12-18/2023-12-24
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.92,1.93,17.0,25-34,Student,50-75k,2023-11-20/2023-11-26
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.64,1.05,9.59,16-24,Mid_Career,50-75k,2023-12-11/2023-12-17
2023-12-03,Rest_of_UK,Humble_Direct,Print,TIER_18,1,19.91,9.69,10.22,16-24,Student,20-35k,2023-11-27/2023-12-03
2023-12-13,Manchester,Humble_Direct,Digital,TIER_36,2,114.68,14.5,100.18,55+,Mid_Career,<20k,2023-12-11/2023-12-17
2023-12-18,Rest_of_UK,Indie_Bookshop,Digital,N/A,2,41.79,3.79,38.01,16-24,Student,20-35k,2023-12-18/2023-12-24
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.73,3.62,19.11,35-44,Senior,50-75k,2023-11-06/2023-11-12
2023-12-04,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.09,1.69,13.4,35-44,Student,<20k,2023-12-04/2023-12-10
